siren;nom;nature;fiscalite;nb_com;ptot;insee;nom_com;ptot_com;pmun_com;pmun;siren_com
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01014;Arbent;3470;3379;63403;210100145
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01192;Izernore;2318;2257;63403;210101929
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01148;Dortan;1890;1846;63403;210101481
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01237;Martignat;1691;1627;63403;210102372
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01181;Groissiat;1256;1223;63403;210101812
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01373;Saint-Martin-du-Frêne;1100;1063;63403;210103735
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01170;Béard-Géovreissiat;1066;1039;63403;210101705
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01267;Nurieux-Volognat;1054;1030;63403;210102679
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01171;Géovreisset;937;891;63403;210101713
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01307;Port;884;855;63403;210103073
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01152;Échallon;780;760;63403;210101523
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01204;Le Poizat-Lalleyriat;728;712;63403;200053395
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01441;Vieu-d'Izenave;716;699;63403;210104410
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01392;Samognat;685;657;63403;210103925
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01080;Champdor-Corcelles;672;657;63403;200056695
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01240;Matafelon-Granges;662;645;63403;210102406
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01274;Les Neyrolles;648;636;63403;210102745
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01228;Maillat;645;623;63403;210102281
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01060;Brénod;544;522;63403;210100608
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01063;Brion;523;515;63403;210100632
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01112;Condamine;451;414;63403;210101127
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01011;Apremont;394;383;63403;210100111
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01012;Aranc;330;326;63403;210100129
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01410;Sonthonnax-la-Montagne;330;318;63403;210104105
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01035;Belleydoux;326;317;63403;210100350
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01087;Charix;295;285;63403;210100871
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01206;Lantenay;278;272;63403;210102067
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01282;Outriaz;269;261;63403;210102828
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01067;Ceignes;264;253;63403;210100673
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01293;Peyriat;168;164;63403;210102935
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01191;Izenave;166;162;63403;210101911
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01101;Chevillard;162;153;63403;210101010
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01214;Leyssard;157;153;63403;210102141
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01155;Évosges;148;145;63403;210101556
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01121;Corlier;114;113;63403;210101218
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01051;Bolozon;90;89;63403;210100517
200042935;CA Haut - Bugey Agglomération;CA;FPU;42;65393;01311;Prémillieu;46;46;63403;210103115
200069193;CC de la Dombes;CC;FPU;36;39112;01093;Châtillon-sur-Chalaronne;5095;4886;38195;210100939
200069193;CC de la Dombes;CC;FPU;36;39112;01443;Villars-les-Dombes;4711;4628;38195;210104436
200069193;CC de la Dombes;CC;FPU;36;39112;01333;Saint-André-de-Corcy;3293;3241;38195;210103339
200069193;CC de la Dombes;CC;FPU;36;39112;01074;Chalamont;2438;2406;38195;210100749
200069193;CC de la Dombes;CC;FPU;36;39112;01248;Mionnay;2178;2132;38195;210102489
200069193;CC de la Dombes;CC;FPU;36;39112;01389;Saint-Trivier-sur-Moignans;1865;1822;38195;210103891
200069193;CC de la Dombes;CC;FPU;36;39112;01092;Châtillon-la-Palud;1649;1574;38195;210100921
200069193;CC de la Dombes;CC;FPU;36;39112;01272;Neuville-les-Dames;1528;1505;38195;210102729
200069193;CC de la Dombes;CC;FPU;36;39112;01383;Saint-Paul-de-Varax;1522;1502;38195;210103834
200069193;CC de la Dombes;CC;FPU;36;39112;01371;Saint-Marcel;1328;1303;38195;210103719
200069193;CC de la Dombes;CC;FPU;36;39112;01235;Marlieux;1163;1068;38195;210102356
200069193;CC de la Dombes;CC;FPU;36;39112;01381;Saint-Nizier-le-Désert;933;914;38195;210103818
200069193;CC de la Dombes;CC;FPU;36;39112;01083;Chaneins;913;898;38195;210100830
200069193;CC de la Dombes;CC;FPU;36;39112;01113;Condeissiat;832;825;38195;210101135
200069193;CC de la Dombes;CC;FPU;36;39112;01001;L'Abergement-Clémenciat;785;767;38195;210100012
200069193;CC de la Dombes;CC;FPU;36;39112;01449;Villette-sur-Ain;763;751;38195;210104493
200069193;CC de la Dombes;CC;FPU;36;39112;01261;Monthieux;674;648;38195;210102612
200069193;CC de la Dombes;CC;FPU;36;39112;01028;Baneins;606;596;38195;210100285
200069193;CC de la Dombes;CC;FPU;36;39112;01328;Romans;598;594;38195;210103289
200069193;CC de la Dombes;CC;FPU;36;39112;01412;Sulignat;589;577;38195;210104121
200069193;CC de la Dombes;CC;FPU;36;39112;01299;Le Plantay;562;553;38195;210102992
200069193;CC de la Dombes;CC;FPU;36;39112;01393;Sandrans;531;526;38195;210103933
200069193;CC de la Dombes;CC;FPU;36;39112;01319;Relevant;468;463;38195;210103198
200069193;CC de la Dombes;CC;FPU;36;39112;01146;Dompierre-sur-Chalaronne;441;431;38195;210101465
200069193;CC de la Dombes;CC;FPU;36;39112;01434;Versailleux;428;421;38195;210104345
200069193;CC de la Dombes;CC;FPU;36;39112;01085;La Chapelle-du-Châtelard;392;387;38195;210100855
200069193;CC de la Dombes;CC;FPU;36;39112;01335;Saint-André-le-Bouchoux;385;384;38195;210103354
200069193;CC de la Dombes;CC;FPU;36;39112;01090;Châtenay;342;333;38195;210100905
200069193;CC de la Dombes;CC;FPU;36;39112;01207;Lapeyrouse;336;324;38195;210102075
200069193;CC de la Dombes;CC;FPU;36;39112;01052;Bouligneux;325;319;38195;210100525
200069193;CC de la Dombes;CC;FPU;36;39112;01045;Birieux;289;285;38195;210100459
200069193;CC de la Dombes;CC;FPU;36;39112;01382;Sainte-Olive;285;284;38195;210103826
200069193;CC de la Dombes;CC;FPU;36;39112;01129;Crans;267;263;38195;210101291
200069193;CC de la Dombes;CC;FPU;36;39112;01359;Saint-Germain-sur-Renon;239;235;38195;210103594
200069193;CC de la Dombes;CC;FPU;36;39112;01356;Saint-Georges-sur-Renon;224;219;38195;210103560
200069193;CC de la Dombes;CC;FPU;36;39112;01428;Valeins;135;131;38195;210104287
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01263;Montmerle-sur-Saône;3877;3811;20296;210102638
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01348;Saint-Didier-sur-Chalaronne;2898;2832;20296;210103487
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01420;Thoissey;1740;1725;20296;210104204
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01165;Francheleins;1606;1574;20296;210101655
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01351;Saint-Étienne-sur-Chalaronne;1576;1546;20296;210103511
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01183;Guéreins;1461;1435;20296;210101838
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01075;Chaleins;1329;1296;20296;210100756
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01243;Messimy-sur-Saône;1241;1210;20296;210102430
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01258;Montceaux;1218;1182;20296;210102588
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01252;Mogneneins;802;774;20296;210102521
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01167;Garnerans;680;654;20296;210101671
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01295;Peyzieux-sur-Saône;676;663;20296;210102950
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01188;Illiat;632;615;20296;210101887
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01169;Genouilleux;619;600;20296;210101697
200070118;CC Val de Saône Centre;CC;FPU;15;20744;01225;Lurcy;389;379;20296;210102257
200070555;CC de la Veyle;CC;FPU;18;22575;01457;Vonnas;2988;2929;22033;210104576
200070555;CC de la Veyle;CC;FPU;18;22575;01246;Mézériat;2172;2134;22033;210102463
200070555;CC de la Veyle;CC;FPU;18;22575;01179;Grièges;1942;1881;22033;210101796
200070555;CC de la Veyle;CC;FPU;18;22575;01343;Saint-Cyr-sur-Menthon;1801;1761;22033;210103438
200070555;CC de la Veyle;CC;FPU;18;22575;01134;Crottet;1784;1734;22033;210101341
200070555;CC de la Veyle;CC;FPU;18;22575;01306;Pont-de-Veyle;1682;1618;22033;210103065
200070555;CC de la Veyle;CC;FPU;18;22575;01203;Laiz;1252;1213;22033;210102034
200070555;CC de la Veyle;CC;FPU;18;22575;01123;Cormoranche-sur-Saône;1153;1118;22033;210101234
200070555;CC de la Veyle;CC;FPU;18;22575;01365;Saint-Jean-sur-Veyle;1142;1122;22033;210103651
200070555;CC de la Veyle;CC;FPU;18;22575;01096;Chaveyriat;1036;1006;22033;210100962
200070555;CC de la Veyle;CC;FPU;18;22575;01136;Cruzilles-lès-Mépillat;880;855;22033;210101366
200070555;CC de la Veyle;CC;FPU;18;22575;01046;Biziat;866;857;22033;210100467
200070555;CC de la Veyle;CC;FPU;18;22575;01084;Chanoz-Châtenay;851;833;22033;210100848
200070555;CC de la Veyle;CC;FPU;18;22575;01291;Perrex;831;824;22033;210102919
200070555;CC de la Veyle;CC;FPU;18;22575;01368;Saint-Julien-sur-Veyle;813;798;22033;210103685
200070555;CC de la Veyle;CC;FPU;18;22575;01334;Saint-André-d'Huiriat;611;602;22033;210103347
200070555;CC de la Veyle;CC;FPU;18;22575;01355;Saint-Genis-sur-Menthon;481;472;22033;210103552
200070555;CC de la Veyle;CC;FPU;18;22575;01042;Bey;290;276;22033;210100426
200071371;CC Bresse et Saône;CC;FPU;20;25831;01025;Bâgé-Dommartin;4191;4088;25162;200077220
200071371;CC Bresse et Saône;CC;FPU;20;25831;01320;Replonges;3783;3702;25162;210103206
200071371;CC Bresse et Saône;CC;FPU;20;25831;01159;Feillens;3372;3254;25162;210101598
200071371;CC Bresse et Saône;CC;FPU;20;25831;01305;Pont-de-Vaux;2341;2290;25162;210103057
200071371;CC Bresse et Saône;CC;FPU;20;25831;01231;Manziat;2035;1977;25162;210102315
200071371;CC Bresse et Saône;CC;FPU;20;25831;01337;Saint-Bénigne;1288;1254;25162;210103370
200071371;CC Bresse et Saône;CC;FPU;20;25831;01323;Reyssouze;993;975;25162;210103230
200071371;CC Bresse et Saône;CC;FPU;20;25831;01102;Chevroux;974;957;25162;210101028
200071371;CC Bresse et Saône;CC;FPU;20;25831;01026;Bâgé-le-Châtel;971;915;25162;210100269
200071371;CC Bresse et Saône;CC;FPU;20;25831;01175;Gorrevod;882;861;25162;210101754
200071371;CC Bresse et Saône;CC;FPU;20;25831;01094;Chavannes-sur-Reyssouze;764;750;25162;210100947
200071371;CC Bresse et Saône;CC;FPU;20;25831;01332;Saint-André-de-Bâgé;764;742;25162;210103321
200071371;CC Bresse et Saône;CC;FPU;20;25831;01402;Sermoyer;707;678;25162;210104022
200071371;CC Bresse et Saône;CC;FPU;20;25831;01284;Ozan;686;674;25162;210102844
200071371;CC Bresse et Saône;CC;FPU;20;25831;01352;Saint-Étienne-sur-Reyssouze;575;568;25162;210103529
200071371;CC Bresse et Saône;CC;FPU;20;25831;01057;Boz;525;515;25162;210100574
200071371;CC Bresse et Saône;CC;FPU;20;25831;01016;Arbigny;466;462;25162;210100160
200071371;CC Bresse et Saône;CC;FPU;20;25831;01050;Boissey;345;338;25162;210100509
200071371;CC Bresse et Saône;CC;FPU;20;25831;01439;Vésines;103;99;25162;210104394
200071371;CC Bresse et Saône;CC;FPU;20;25831;01023;Asnières-sur-Saône;66;63;25162;210100236
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01053;Bourg-en-Bresse;43454;41365;131727;210100533
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01289;Péronnas;6580;6287;131727;210102893
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01451;Viriat;6529;6350;131727;210104519
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01344;Saint-Denis-lès-Bourg;5870;5667;131727;210103446
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01024;Attignat;3336;3270;131727;210100244
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01072;Ceyzériat;3203;3138;131727;210100723
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01426;Val-Revermont;2636;2581;131727;200057347
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01301;Polliat;2566;2504;131727;210103016
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01350;Saint-Étienne-du-Bois;2531;2490;131727;210103503
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01266;Montrevel-en-Bresse;2506;2463;131727;210102661
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01130;Bresse Vallons;2307;2263;131727;200086965
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01232;Marboz;2272;2226;131727;210102323
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01163;Foissiat;2100;2062;131727;210101630
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01254;Montagnat;2009;1960;131727;210102547
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01374;Saint-Martin-du-Mont;1850;1807;131727;210103743
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01065;Buellas;1814;1767;131727;210100657
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01195;Jasseron;1814;1762;131727;210101952
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01069;Certines;1573;1532;131727;210100699
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01211;Lent;1452;1416;131727;210102117
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01422;Tossiat;1403;1366;131727;210104220
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01115;Confrançon;1360;1331;131727;210101150
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01241;Meillonnas;1354;1332;131727;210102414
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01447;Villereversure;1338;1275;131727;210104477
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01405;Servas;1273;1241;131727;210104055
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01229;Malafretaz;1213;1188;131727;210102299
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01108;Coligny;1212;1187;131727;210101085
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01145;Dompierre-sur-Veyle;1185;1164;131727;210101457
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01196;Jayat;1179;1166;131727;210101960
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01151;Druillat;1175;1157;131727;210101515
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01336;Saint-André-sur-Vieux-Jonc;1154;1126;131727;210103362
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01388;Saint-Trivier-de-Courtes;1103;1095;131727;210103883
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01264;Montracol;1073;1052;131727;210102646
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01385;Saint-Rémy;1022;999;131727;210103859
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01236;Marsonnas;997;981;131727;210102364
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01321;Revonnas;951;921;131727;210103214
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01369;Saint-Just;941;917;131727;210103693
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01245;Bohas-Meyriat-Rignat;915;895;131727;210102455
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01346;Saint-Didier-d'Aussiat;892;879;131727;210103461
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01095;Nivigne et Suran;816;805;131727;200062537
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01375;Saint-Martin-le-Châtel;816;790;131727;210103750
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01184;Hautecourt-Romanèche;806;784;131727;210101846
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01140;Curtafond;788;770;131727;210101408
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01038;Bény;783;762;131727;210100384
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01364;Saint-Jean-sur-Reyssouze;746;737;131727;210103644
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01212;Lescheroux;741;727;131727;210102125
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01367;Saint-Julien-sur-Reyssouze;702;698;131727;210103677
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01429;Vandeins;698;685;131727;210104295
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01380;Saint-Nizier-le-Bouchoux;697;683;131727;210103800
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01029;Beaupont;694;685;131727;210100293
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01259;Montcet;689;675;131727;210102596
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01408;Simandre-sur-Suran;689;677;131727;210104089
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01445;Villemotier;688;677;131727;210104451
200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;136014;01124;Cormoz;677;662;131727;210101242
